2962,4557834,13.611938610470125,0.0
2962,4339539,13.558749712570576,0.0
2962,3215422,13.406998908406612,0.0
2962,4473723,13.406998908406612,0.0
2962,1167501,11.902227797615932,0.0
2962,4478498,11.786470009495032,0.0
2962,4292676,11.775625158069154,0.0
2962,6417824,11.735365338302003,0.0
2962,4292674,11.71723123357248,0.0
2962,658628,11.67287156442978,0.0
4696,7716223,21.06133245807117,1.0
4696,7716224,20.646678539501004,0.0
4696,4148808,20.25162416644452,0.0
4696,7716225,20.02915629041186,0.0
4696,4148806,20.013325171271937,0.0
4696,42473,19.952845005966346,0.0
4696,6593561,19.55116260579434,0.0
4696,4148801,19.54917198644252,0.0
4696,4148809,19.489463422228937,0.0
4696,42468,19.447680632143687,0.0
8701,7990420,51.01552204993819,1.0
8701,8214621,31.24585070484327,0.0
8701,8214615,28.797775194619764,0.0
8701,7213502,27.60321304165611,0.0
8701,7433645,27.150467566222154,0.0
8701,3261547,25.459834825795745,0.0
8701,7970847,24.84624647993872,0.0
8701,3822307,24.63064752369539,0.0
8701,3883394,24.43079015282212,0.0
8701,6124013,24.30948475113979,0.0
10264,7717624,13.035937532948417,0.0
10264,5070732,12.991226525175929,0.0
10264,7717627,10.90814289383795,0.0
10264,7791854,10.855762819797032,1.0
10264,5070734,10.70974021706926,0.0
10264,6316501,10.531171156562836,0.0
10264,7717629,10.326176274460073,0.0
10264,211041,10.28711325221827,0.0
10264,7791850,10.2803593364877,0.0
10264,5070731,10.186752823435697,0.0
12903,195106,19.100389913989428,0.0
12903,7538286,18.35986241666468,0.0
12903,3541854,14.98294703331856,0.0
12903,6381284,14.82610191819874,1.0
12903,6307471,14.82404307178399,0.0
12903,8053110,14.7949398342407,0.0
12903,5411951,14.699336767630165,0.0
12903,7565484,14.625441612772864,0.0
12903,937046,14.6223599196502,0.0
12903,937044,14.565498826435412,0.0
14947,7541537,25.13307199993793,0.0
14947,1897621,25.027059133371186,0.0
14947,7541535,24.927467709132173,0.0
14947,7541530,24.366048138718583,1.0
14947,1897624,24.172457954808408,0.0
14947,1897619,23.882982672856077,0.0
14947,7541532,23.757304224839277,0.0
14947,7541536,23.391538904160072,0.0
14947,7541533,23.04451506310784,0.0
14947,1897620,22.945264884188447,0.0
15441,7979659,12.63268671674816,0.0
15441,7001007,10.92371775853448,0.0
15441,7916417,10.681398619221875,0.0
15441,346465,10.344644159255164,0.0
15441,1552150,10.3022003250515,0.0
15441,7916422,8.60171108128774,0.0
15441,7916421,8.56144349720824,0.0
15441,7916416,8.482028876622541,0.0
15441,7789516,8.44287149407517,0.0
15441,1901450,8.434218901352041,0.0
15607,2382150,17.733151002437435,0.0
15607,7933936,16.778360882768155,0.0
15607,3502537,16.487339930613473,0.0
15607,6356187,16.412247758894292,0.0
15607,2841249,16.345582726739515,0.0
15607,7627048,16.298870475306863,0.0
15607,7627044,16.298870475306863,0.0
15607,8412518,16.26212634993564,0.0
15607,7321977,16.254750866746075,0.0
15607,3887474,16.206242383466904,0.0
17848,572165,11.832686454268565,0.0
17848,7935459,11.683928023067104,0.0
17848,723849,11.59699455104158,0.0
17848,404682,11.326367884493871,0.0
17848,3038007,11.321074515900516,0.0
17848,6753979,10.037456550865052,0.0
17848,904902,10.017173985594656,0.0
17848,2664556,10.017173985594656,0.0
17848,4976723,9.956815143092577,0.0
17848,7709937,9.956815143092577,0.0
17884,7723241,19.718671417065156,1.0
17884,7723242,17.000458438907494,0.0
17884,7723246,16.522829442310226,0.0
17884,7723238,14.705840812675888,0.0
17884,8515353,14.43278244954239,0.0
17884,2730908,14.354979986813142,0.0
17884,2730907,14.265441587679955,0.0
17884,7723245,14.265441587679955,0.0
17884,8340748,14.265441587679955,0.0
17884,7744502,14.044380385771143,0.0
20520,3482151,10.53167748824993,0.0
20520,3718383,10.207425732236816,0.0
20520,221142,10.143076339822205,0.0
20520,8007229,9.944853048769918,0.0
20520,623567,9.884953747417624,0.0
20520,623564,9.802521862932691,0.0
20520,5628887,9.73575690840483,0.0
20520,5628883,9.701384855454975,0.0
20520,8007227,9.616653256878358,0.0
20520,623569,9.603014852467943,0.0
21948,7684758,15.610108189982528,1.0
21948,7684764,12.124679370177873,0.0
21948,7684765,12.065764312634494,0.0
21948,7002628,12.039442721189433,0.0
21948,7684760,11.84599179965112,0.0
21948,7684757,11.84599179965112,0.0
21948,7684756,11.739883166607736,0.0
21948,5503503,11.60980468141367,0.0
21948,8610623,11.563599124529173,0.0
21948,7684759,11.49953741603969,0.0
22479,5406525,21.29837071209425,0.0
22479,267112,19.58857628537492,0.0
22479,5468038,17.536961797563976,0.0
22479,5368454,16.977613514672452,0.0
22479,5368451,16.94183005479584,0.0
22479,815428,16.7162843246118,0.0
22479,6223797,16.706659753423132,0.0
22479,5368450,16.68711451406715,0.0
22479,6201635,16.660229958723445,0.0
22479,267109,16.606480353261137,0.0
22670,7588278,21.64393643196297,0.0
22670,7588277,20.42493190057272,0.0
22670,1651330,20.25793451053107,0.0
22670,5811363,20.20287390730549,0.0
22670,2162255,19.87869487593276,0.0
22670,145544,19.87869487593276,0.0
22670,2162257,19.87869487593276,0.0
22670,5811366,19.668294164944804,0.0
22670,145546,19.564755214497428,0.0
22670,3977002,19.26057734128638,0.0
25025,6762280,17.380515154257587,0.0
25025,3094929,17.23308264617108,0.0
25025,6061747,17.048075142803498,0.0
25025,8368274,16.982583283139412,0.0
25025,3526846,16.64542397743874,0.0
25025,360900,16.642456561411922,0.0
25025,6430436,16.56776005883563,0.0
25025,3119734,16.5660245406882,0.0
25025,425576,16.332585665118874,0.0
25025,1646254,16.30619900396137,0.0
25344,456873,15.216833080719857,0.0
25344,7997130,15.15018286415524,0.0
25344,7905153,10.810850257847736,0.0
25344,6756701,10.797409481014087,0.0
25344,7905160,10.78233204476356,0.0
25344,6025940,10.75983827488988,0.0
25344,6025938,10.745923245322242,0.0
25344,699560,10.736402838966889,0.0
25344,4187439,10.704400840132568,0.0
25344,3030250,10.695874344068995,0.0
26485,1987744,14.100948934530544,0.0
26485,3119275,13.684147523333197,0.0
26485,6974084,13.171798043297075,0.0
26485,8472148,13.032384681876918,0.0
26485,7124684,12.01007169170545,0.0
26485,766817,11.937265878274111,0.0
26485,7124688,11.817864806360594,0.0
26485,7124683,11.794270650504997,0.0
26485,8127357,11.654660719623962,0.0
26485,8435782,11.579123403098958,0.0
27618,6249205,18.30139953424538,0.0
27618,680751,18.272225028132613,0.0
27618,6496465,17.962250980525322,0.0
27618,571126,17.851483892778884,0.0
27618,3806122,17.851483892778884,0.0
27618,5992319,17.851483892778884,0.0
27618,3518646,17.553713784485595,0.0
27618,7400032,17.516459164230337,0.0
27618,7317075,17.491170596569592,1.0
27618,4622863,17.33956939167084,0.0
27743,7446059,18.40913187965899,0.0
27743,7753412,15.717699045010548,0.0
27743,7567115,14.327228826761932,0.0
27743,7446061,13.740053277535369,0.0
27743,7446064,13.542470424146906,0.0
27743,385828,13.40685989203232,0.0
27743,2083980,12.918408987911498,0.0
27743,6500151,12.906908146445865,0.0
27743,1731665,12.887941103208856,0.0
27743,7739696,12.797779860947484,0.0
29612,7725921,11.04025121411137,0.0
29612,76660,10.529426973113305,0.0
29612,8058725,9.058020536882356,0.0
29612,2762148,7.236338515322166,0.0
29612,650617,7.21481567531303,0.0
